word,pos,wl,freq_per_million
circumcision,nn1,12,1.348331294
circumference,nn1,13,1.938922687
circumstance,nn1,12,6.240210948
circumstances,nn2,13,110.4294473
circus,nn1,6,4.73587438
circus,np0,6,1.927779453
cirencester,np0,11,2.986386668
cirrhosis,nn1,9,1.827490349
cissie,np0,6,1.4820501
cistern,nn1,7,2.941813732
citadel,nn1,7,1.593482438
citalia,nn1-np0,7,1.459763632
citation,nn1,8,4.769304081
citations,nn2,9,2.128357663
cites,np0,5,1.794060647
cities,nn2,6,45.35296171
cities,np0,6,1.894349752
citizen,nn1,7,13.46102647
citizen,np0,7,1.515479802
citizens,nn2,8,34.45487902
citizenship,nn1,11,9.170881446
citrus,nn1,6,1.4820501
civilians,nn2,9,8.669435924
civilisation,nn1,12,6.819659107
civilization,nn1,12,7.599685476
civilizations,nn2,13,1.214612488
clacton,np0,7,1.270328657
cladding,nn1,8,1.526623035
claim,nn1,5,63.08184674
claim,nn1-vvb,5,11.43295791
claimant,nn1,8,3.688410399
claimants,nn2,9,4.21214239
claims,nn2,6,44.61750828
claims,nn2-vvz,6,18.63148697
claire,nn1-np0,6,5.493614281
claire,np0,6,4.390434131
clamour,nn1,7,1.638055374
clamp,nn1,5,1.058607214
clampdown,nn1,9,1.058607214
clans,nn2,5,1.326044826
clapham,np0,7,3.25382428
clapton,np0,7,1.682628309
clara,np0,5,4.345861196
clare,np0,5,21.02728225
clarence,np0,8,3.008673135
claret,nn1,6,2.083784727
clarification,nn1,13,4.379290897
clarinet,nn1,8,2.00578209
clarissa,np0,8,2.128357663
clarity,nn1,7,11.56667672
clark,nn1-np0,5,7.655401645
clark,np0,5,10.32977777
clarke,nn1-np0,6,1.404047463
clarke,np0,6,20.10239384
clarkson,np0,8,1.292615125
clash,nn1,5,9.817189009
clash,nn1-vvb,5,2.863811096
clashes,nn2,7,5.527043982
clashes,nn2-vvz,7,1.727201244
class,nn1,5,189.0003891
classes,nn2,7,63.95101898
classic,nn1,7,5.894770699
classics,nn2,8,8.167990401
classification,nn1,14,18.04089558
classifications,nn2,15,2.707805822
classmates,nn2,10,1.292615125
classroom,nn1,9,22.96620493
classrooms,nn2,10,5.304179306
clatter,nn1,7,2.250933235
claude,np0,6,2.384652041
claudel,np0,7,1.838633583
claudia,nn1-np0,7,1.548909503
claudia,np0,7,10.61950184
claus,np0,5,1.504336568
clause,nn1,6,32.48252663
clause,nn1-np0,6,1.036320747
clause,nn1-vvb,6,3.153535175
clauses,nn2,7,9.962051049
clauses,nn2-vvz,7,3.376399852
claws,nn2,5,3.677267166
clays,nn2,5,1.727201244
clayton,np0,7,2.540657314
clean-up,nn1,8,1.950065921
cleaner,nn1,7,6.496505326
cleaners,nn2,8,4.30128826
cleaning,nn1,8,1.838633583
cleaning,nn1-vvg,8,4.680158211
cleanliness,nn1,11,3.019816369
clearance,nn1,9,9.115165277
clearing,nn1,8,7.376820799
clearing,nn1-vvg,8,4.200999156
cleavage,nn1,8,3.342970151
clegg,np0,5,1.604625672
clelia,np0,6,1.014034279
clement,nn1-np0,7,1.33718806
clement,np0,7,2.418081742
clements,np0,8,1.147753085
cleopatra,np0,9,1.214612488
clergy,nn2,6,15.02107921
clergyman,nn1,9,2.997529902
clergymen,nn2,9,1.604625672
cleric,nn1,6,1.415190697
clerics,nn2,7,1.571195971
clerk,nn1,5,15.03222244
clerk,nn1-np0,5,1.036320747
clerk,nn1-vvb,5,2.106071195
clerk,np0,5,1.147753085
clerks,nn2,6,4.691301445
clerks,nn2-vvz,6,1.560052737
cleveland,np0,9,18.45319523
cleverness,nn1,10,1.058607214
clich&eacute,nn1,12,1.704914777
click,nn1,5,3.320683683
click,nn1-vvb,5,1.281471891
client,nn1,6,60.20689241
clientele,nn1,9,2.373508807
clients,nn2,7,50.81314629
cliff,nn1,5,10.28520483
cliff,nn1-np0,5,2.284362936
cliff,np0,5,2.997529902
clifford,np0,8,4.847306718
cliffs,nn2,6,8.056558063
cliffs,nn2-vvz,6,1.437477165
clifton,np0,7,1.838633583
climate,nn1,7,30.23159339
climates,nn2,8,2.696662588
climax,nn1,6,6.88651851
climb,nn1,5,6.674797067
climb,nn1-vvb,5,2.418081742
climber,nn1,7,3.320683683
climbers,nn2,8,6.485362092
climbing,nn1,8,6.206781246
climbing,nn1-vvg,8,8.480000949
climbs,nn2,6,1.582339205
climbs,nn2-vvz,6,1.560052737
clinic,nn1,6,15.66738677
clinicians,nn2,10,2.239790001
clinics,nn2,7,8.22370657
clint,np0,5,1.537766269
clinton,nn1-np0,7,2.596373484
clinton,np0,7,18.91006782
clipboard,nn1,9,1.10318015
clips,nn2,5,1.548909503
clips,nn2-vvz,5,1.058607214
clive,np0,5,11.02065826
cloak,nn1,5,7.165099356
cloakroom,nn1,9,1.526623035
cloaks,nn2,6,1.069750448
clock,nn1,5,28.27038424
clocks,nn2,6,4.546439405
clockwork,nn1,9,1.259185423
cloisters,nn2,9,1.025177513
clone,nn1,5,2.863811096
clones,nn2,6,3.688410399
close,nn1-vvb,5,2.752378757
close,np0,5,4.579869106
close-up,nn1,8,1.147753085
closeness,nn1,9,3.599264529
closet,nn1,6,2.161787364
closing,nn1,7,1.158896319
closing,nn1-vvg,7,1.370617762
closure,nn1,7,18.25261702
closure,nn1-vvb,7,1.426333931
closures,nn2,8,3.454402489
closures,nn2-vvz,8,1.983495623
cloth,nn1,5,20.04667767
clothes,nn2,7,74.41451555
clothing,nn1,8,17.29429891
clothing,nn1-vvg,8,5.538187216
cloths,nn2,6,1.938922687
cloud,nn1,5,19.80152652
cloud,nn1-vvb,5,1.24804219
clouds,nn2,6,15.24394389
clouds,nn2-vvz,6,1.660341841
clough,nn1-np0,6,2.852667862
clough,np0,6,2.629803185
clout,nn1,5,1.582339205
clove,nn1,5,1.4820501
clover,nn1,6,1.77177418
cloves,nn2,6,1.827490349
clovis,np0,6,1.4820501
clowes,np0,6,1.582339205
clown,nn1,5,2.652089653
clowns,nn2,6,1.181182787
clubhouse,nn1,9,2.418081742
clubs,nn2,5,39.55848011
clues,nn2,5,8.747438561
clump,nn1,5,2.262076469
clumps,nn2,6,2.540657314
cluster,nn1,7,7.967412192
cluster,nn1-vvb,7,1.203469254
clusters,nn2,8,5.683049256
clusters,nn2-vvz,8,1.270328657
clutch,nn1,6,3.92241831
clutches,nn2,8,1.259185423
clutter,nn1,7,1.281471891
clwyd,np0,5,3.25382428
clyde,nn1-np0,5,1.571195971
clyde,np0,5,1.961209155
co-op,nn0,5,1.693771543
co-operation,nn1,12,40.14907151
co-operatives,nn2,13,3.153535175
co-ordination,nn1,13,8.346282142
co-ordinator,nn1,12,5.203890201
coach,nn1,5,25.42885961
coach,nn1-vvb,5,7.789120451
coaches,nn2,7,6.463075624
coaches,nn2-vvz,7,2.094927961
coaching,nn1-vvg,8,1.62691214
coachman,nn1,8,1.002891045
coalfield,nn1,9,1.582339205
coalfields,nn2,10,1.303758359
coalition,nn1,9,25.29514081
coalition,nn1-np0,9,1.281471891
coalitions,nn2,10,1.615768906
coals,nn2,5,2.718949056
coast,nn1,5,40.11564181
coast,np0,5,8.000841894
coastguard,nn1,10,1.10318015
coastline,nn1,9,5.047884927
coasts,nn2,6,3.097819006
coates,np0,6,1.19232602
coating,nn1,7,3.510118658
coatings,nn2,8,2.830381394
coats,nn2,5,8.011985127
cobalt,nn1-np0,6,1.4820501
cobbles,nn2,7,1.704914777
cobham,np0,6,1.014034279
cobol,nn1-np0,5,1.114323384
cobra,nn1-np0,5,1.10318015
coburg,np0,6,1.014034279
cobwebs,nn2,7,1.303758359
coca-cola,np0,9,2.886097563
cocaine,nn1,7,5.192746967
cocaine,nn1-vvb,7,1.515479802
cockney,nn1,7,1.002891045
cockney,nn1-np0,7,1.493193334
cockpit,nn1,7,5.749908659
cocktail,nn1,8,6.552221495
cocoa,nn1,5,4.513009703
coconut,nn1,7,2.874954329
cocoon,nn1,6,1.080893682
codes,nn2,5,9.315743486
codes,nn2-vvz,5,3.443259255
coefficient,nn1,11,4.022707414
coefficients,nn2,12,3.354113384
coercion,nn1,8,3.554691593
coexistence,nn1,11,1.04746398
coffee,nn1,6,61.16521052
coffee,nn1-np0,6,2.184073832
coffers,nn2,7,1.660341841
coffin,nn1,6,9.338029954
coffin,nn1-np0,6,2.083784727
coffin,np0,6,3.25382428
coffins,nn2,7,2.418081742
cognac,nn1,6,1.526623035
cognition,nn1,9,1.392904229
cohabitation,nn1,12,1.314901593
cohen,np0,5,5.950486868
coherence,nn1,9,4.691301445
cohesion,nn1,8,5.003311992
cohort,nn1,6,3.354113384
cohorts,nn2,7,1.392904229
coils,nn2,5,2.00578209
coinage,nn1,7,2.808094926
coincidence,nn1,11,9.349173188
coincides,nn2-vvz,9,1.794060647
coins,nn2,5,14.55306339
colchester,np0,10,7.332247863
coldness,nn1,8,2.58523025
colds,nn2,5,1.33718806
coleman,nn1-np0,7,5.11474433
coleman,np0,7,4.557582639
coleraine,np0,9,3.498975424
coleridge,nn1-np0,9,1.604625672
coleridge,np0,9,7.287674928
colin,np0,5,23.70165837
colitis,nn1,7,11.21009324
collaboration,nn1,13,14.60877956
collaborator,nn1,12,1.014034279
collaborators,nn2,13,2.039211792
collage,nn1,7,1.125466617
collagen,nn1,8,1.77177418
collapse,nn1,8,20.98270931
collapse,nn1-vvb,8,2.00578209
collapses,nn2-vvz,9,1.069750448
collar,nn1,6,14.21876637
collars,nn2,7,2.195217066
colleague,nn1,9,16.80399662
colleagues,nn2,10,53.63238445
collecting,nn1-vvg,10,1.794060647
collection,nn1,10,85.2345956
collections,nn2,11,19.79038329
collective,nn1,10,1.359474528
collectivism,nn1,12,1.259185423
collector,nn1,9,9.32688672
collector,nn1-np0,9,2.083784727
collectors,nn2,10,7.677688112
college,nn1,7,56.29561733
college,nn1-np0,7,5.883627465
college,np0,7,43.53661459
colleges,nn2,8,25.55143518
collie,nn1,6,1.025177513
collier,np0,7,1.448620399
collieries,nn2,10,1.314901593
colliery,nn1,8,3.877845375
collins,np0,7,11.71153876
collision,nn1,9,6.797372639
collisions,nn2,10,1.883206518
collor,np0,6,1.415190697
collusion,nn1,9,2.852667862
cologne,nn1-np0,7,1.24804219
cologne,np0,7,3.654980698
colombia,np0,8,6.039632739
colombo,np0,7,1.738344478
colon,nn1,5,8.379711844
colonel,nn1,7,7.900552789
colonel,nn1-np0,7,2.161787364
colonel,np0,7,11.1655203
colonialism,nn1,11,2.362365573
colonies,nn2,8,10.87579622
colonisation,nn1,12,1.749487712
colonists,nn2,9,1.593482438
colonization,nn1,12,1.080893682
colonnade,nn1,9,1.058607214
colonoscopy,nn1,11,1.314901593
colony,nn1,6,11.99011961
color,nn1,5,1.225755722
colorado,np0,8,3.699553633
coloration,nn1,10,1.281471891
colour,nn1,6,109.4934157
colour,nn1-vvb,6,5.02559846
colouring,nn1,9,3.120105474
colouring,nn1-vvg,9,2.607516717
colours,nn2,7,43.71490634
colours,nn2-vvz,7,1.883206518
colts,nn2,5,1.158896319
columbia,np0,8,4.691301445
columbus,nn1-np0,8,2.351222339
column,nn1,6,30.28730956
columnist,nn1,9,1.77177418
columns,nn2,7,17.26086921
colwyn,np0,6,1.560052737
combat,nn1,6,7.744547515
combat,nn1-vvb,6,1.314901593
combatants,nn2,10,1.080893682
combination,nn1,11,48.27248897
combinations,nn2,12,10.4077804
combine,nn1-vvb,7,1.092036916
combo,nn1,5,2.652089653
combustion,nn1,10,3.354113384
comeback,nn1,8,5.437898112
comecon,nn1-np0,7,1.025177513
comedian,nn1,8,1.448620399
comedians,nn2,9,1.738344478
comedies,nn2,8,1.33718806
comedy,nn1,6,14.98764951
comer,nn1,5,2.161787364
comers,nn2,6,1.058607214
comet,nn1,5,1.493193334
comets,nn2,6,1.002891045
comfort,nn1,7,24.65997648
comfort,nn1-np0,7,1.883206518
comfort,nn1-vvb,7,5.170460499
comforts,nn2,8,2.00578209
comic,nn1,5,1.838633583
comics,nn2,6,2.373508807
coming,nn1-vvg,6,3.621550996
comma,nn1,5,1.092036916
command,nn1,7,34.54402489
command,nn1-vvb,7,4.323574728
commander,nn1,9,15.81224881
commander,np0,9,4.368147663
commander-in-chief,nn1,18,1.025177513
commanders,nn2,10,5.02559846
commandments,nn2,12,1.370617762
commando,nn1,8,4.35700443
commandos,nn2,9,2.852667862
commands,nn2,8,5.816768062
commands,nn2-vvz,8,2.306649404
commas,nn2,6,1.125466617
commemoration,nn1,13,1.114323384
commencement,nn1,12,3.409829554
comment,nn1,7,28.69382713
comment,nn1-vvb,7,6.775086172
commentaries,nn2,12,1.693771543
commentary,nn1,10,9.338029954
commentator,nn1,11,3.755269802
commentators,nn2,12,10.45235334
comments,nn2,8,31.65792733
comments,nn2-vvz,8,6.964521147
commerce,nn1,8,17.46144742
commercials,nn2,11,2.841524628
commission,nn0,10,77.20032401
commission,nn1,10,28.38181658
commission,nn1-vvb,10,3.198108111
commissioner,nn1,12,5.103601096
commissioner,nn1-np0,12,7.376820799
commissioner,np0,12,3.643837464
commissioners,nn2,13,4.96988229
commissioners,np0,13,4.646728509
commissions,nn2,11,6.763942938
commissions,nn2-vvz,11,1.437477165
commitment,nn1,10,59.46029574
commitments,nn2,11,13.26044826
committal,nn1,9,2.451511444
committee,nn0,9,188.6326624
committee,np0,9,1.236898956
committees,nn2,10,27.81351165
commodities,nn2,11,6.162208311
commodity,nn1,9,9.70575667
common,np0,6,4.457293534
common-sense,nn1,12,1.749487712
commoners,nn2,9,1.4820501
commons,nn0,7,19.11064603
commons,np0,7,20.14696677
commonsense,nn1,11,1.136609851
commonwealth,nn1,12,17.37230155
commonwealth,np0,12,1.827490349
commotion,nn1,9,2.29550617
commune,nn1,7,2.384652041
communes,nn2,8,1.136609851
communicating,nn1-vvg,13,1.181182787
communication,nn1,13,65.57793112
communications,nn2,14,37.69756006
communicator,nn1,12,1.125466617
communicators,nn2,13,1.682628309
communion,nn1,9,5.649619554
communiqu&eacute,nn1,16,2.852667862
communism,nn1,9,9.939764581
communist,nn1,9,18.6092005
communists,nn2,10,12.78128921
communities,nn2,11,44.57293534
community,nn0,9,232.3587119
community,np0,9,10.39663717
commuter,nn1,8,2.58523025
commuters,nn2,9,3.008673135
compact,nn1,7,6.719370003
compaction,nn1,10,1.058607214
compacts,nn2,8,1.615768906
compagnie,np0,9,1.014034279
companies,nn2,9,189.4349752
companion,nn1,9,18.20804409
companions,nn2,10,9.315743486
companionship,nn1,13,2.81923816
company,nn0,7,54.40126758
company,nn1,7,372.8414609
company,np0,7,1.515479802
compaq,np0,6,3.175821643
comparability,nn1,13,1.214612488
compare,nn1-vvb,7,1.314901593
compares,nn2-vvz,8,1.203469254
comparison,nn1,10,36.12636409
comparisons,nn2,11,13.82875319
compartment,nn1,11,6.318213585
compartments,nn2,12,2.919527265
compass,nn1,7,6.719370003
compassion,nn1,10,6.407359455
compatibility,nn1,13,4.847306718
compensation,nn1,12,32.68310484
competence,nn1,10,15.92368115
competences,nn2,11,1.348331294
competition,nn1,11,99.96595073
competitions,nn2,12,7.287674928
competitiveness,nn1,15,5.972773336
competitor,nn1,10,6.563364729
competitors,nn2,11,17.52830682
compilation,nn1,11,4.200999156
compiler,nn1,8,2.562943782
compilers,nn2,9,2.273219702
complacency,nn1,11,3.732983335
complainant,nn1,11,1.069750448
complaining,nn1-vvg,11,2.039211792
complaint,nn1,9,18.10775498
complaints,nn2,10,23.83537717
complaints,nn2-vvz,10,3.097819006
complement,nn1,10,4.256715325
completeness,nn1,12,2.117214429
completion,nn1,10,26.79947737
complex,nn1,7,4.813877017
complexes,nn2,9,6.273640649
complexion,nn1,10,3.92241831
complexities,nn2,12,5.426754878
complexity,nn1,10,18.99921369
compliance,nn1,10,13.24930503
complication,nn1,12,3.833272439
complications,nn2,13,9.226597615
complicity,nn1,10,2.228646767
compliment,nn1,10,4.368147663
compliments,nn2,11,2.228646767
component,nn1,9,19.81266976
components,nn2,10,34.80031927
composer,nn1,8,10.17377249
composers,nn2,9,5.894770699
composition,nn1,11,24.87169792
compositions,nn2,12,4.524152937
compositors,nn2,11,1.91663622
compost,nn1,7,5.081314629
composure,nn1,9,2.774665225
compound,nn1,8,9.349173188
compound,nn1-vvb,8,1.805203881
compounds,nn2,9,8.011985127
compounds,nn2-vvz,9,2.306649404
comprehension,nn1,13,6.552221495
comprehensive,np0,13,2.106071195
compression,nn1,11,5.883627465
compromise,nn1,10,16.45855637
compromise,nn1-vvb,10,1.526623035
compromises,nn2,11,2.039211792
compton,np0,7,2.284362936
compulsion,nn1,10,4.513009703
computation,nn1,11,1.950065921
computer,nn1,8,136.0811716
computer,nn1-np0,8,7.332247863
computer,np0,8,1.04746398
computerisation,nn1,15,1.080893682
computers,nn2,9,36.66123932
computing,nn1,9,6.752799704
computing,nn1-vvg,9,3.989277713
computing,np0,9,2.172930598
comrade,nn1,7,1.392904229
comrade,np0,7,2.139500896
comrades,nn2,8,4.290145027
concealment,nn1,11,1.092036916
concentration,nn1,13,42.45572091
concentrations,nn2,14,22.77676996
concept,nn1,7,68.98776067
conception,nn1,10,20.10239384
conceptions,nn2,11,5.449041345
concepts,nn2,8,29.32899145
concern,nn1,7,84.57714481
concern,nn1-np0,7,2.072641493
concern,nn1-vvb,7,13.79532349
concerns,nn2,8,23.6459422
concerns,nn2-vvz,8,6.351643286
concert,nn1,7,19.17750543
concerto,nn1,8,2.886097563
concerto,nn1-np0,8,1.782917414
concertos,nn2,9,1.147753085
concerts,nn2,8,8.22370657
concession,nn1,10,7.577399008
concessions,nn2,11,11.7561117
conchis,np0,7,1.270328657
conciliation,nn1,12,2.317792638
conclusion,nn1,10,53.9778247
conclusions,nn2,11,25.9191619
concorde,nn1-np0,8,1.158896319
concourse,nn1,9,1.33718806
concrete,nn1,8,3.877845375
condemnation,nn1,12,4.825020251
condensation,nn1,12,3.365256618
condition,nn1,9,90.15990496
conditioner,nn1,11,1.693771543
conditioning,nn1,12,2.863811096
conditioning,nn1-vvg,12,2.195217066
conditions,nn2,10,164.8530014
condom,nn1,6,2.340079105
condoms,nn2,7,2.808094926
conduct,nn1,7,29.61871553
conduct,nn1-np0,7,1.058607214
conduct,nn1-vvb,7,2.886097563
conductivity,nn1,12,1.359474528
conductor,nn1,9,6.195638012
conductors,nn2,10,2.217503533
conduit,nn1,7,1.571195971
cones,nn2,5,2.15064413
confectionery,nn1,13,1.036320747
confederation,nn0,13,5.616189853
conference,nn1,10,104.1000905
conferences,nn2,11,11.60010642
confession,nn1,10,6.229067714
confessions,nn2,11,2.44036821
confidant,nn1,9,1.080893682
confidence,nn1,10,74.6930964
confidences,nn2,11,1.080893682
confidentiality,nn1,15,6.619080898
configuration,nn1,13,11.49981732
configurations,nn2,14,3.231537812
confinement,nn1,11,3.365256618
confines,nn2,8,3.732983335
confirmation,nn1,12,11.74496846
confiscation,nn1,12,1.459763632
conflict,nn1,8,58.34597236
conflict,nn1-vvb,8,2.239790001
conflicts,nn2,9,14.98764951
conformation,nn1,12,1.849776817
conformity,nn1,10,5.036741693
conforms,nn2-vvz,8,1.10318015
confrontation,nn1,13,11.00951503
confrontations,nn2,14,2.373508807
confusion,nn1,9,29.98644225
confusions,nn2,10,1.281471891
congestion,nn1,10,4.501866469
conglomerate,nn1,12,3.242681046
conglomerates,nn2,13,2.106071195
congo,np0,5,2.451511444
congratulations,nn2,15,5.616189853
congregation,nn0,12,2.830381394
congregation,nn1,12,7.365677565
congregations,nn2,13,2.663232887
congress,nn0,8,53.54323858
congressmen,nn2,11,1.10318015
conifers,nn2,8,1.560052737
coniston,np0,8,1.994638856
conjecture,nn1,10,1.571195971
conjunction,nn1,11,2.117214429
connecticut,np0,11,1.682628309
connection,nn1,10,37.75327623
connections,nn2,11,23.09992374
connectivity,nn1,12,1.392904229
connector,nn1,9,1.983495623
connectors,nn2,10,1.080893682
connell,np0,7,1.125466617
connelly,np0,8,1.114323384
connie,np0,6,2.640946419
connoisseur,nn1,11,1.370617762
connolly,np0,8,2.919527265
connon,np0,6,1.526623035
connor,np0,6,3.766413036
connors,np0,7,2.106071195
connotation,nn1,11,1.170039553
connotations,nn2,12,2.863811096
conqueror,nn1,9,1.10318015
conquest,nn1,8,7.098239953
conquests,nn2,9,1.33718806
conrad,np0,6,3.966991245
conscience,nn1,10,14.27448254
consciences,nn2,11,1.136609851
consciousness,nn1,13,27.61293344
conscription,nn1,12,1.849776817
conscripts,nn2,10,1.303758359
consecration,nn1,12,1.147753085
consensus,nn1,9,19.24436483
consent,nn1,7,34.34344668
consent,nn1-vvb,7,1.225755722
consents,nn2,8,1.526623035
consequence,nn1,11,37.07353897
consequences,nn2,12,47.55932201
conservancy,nn1-np0,11,1.548909503
conservation,nn1,12,34.92289484
conservation,nn1-np0,12,7.387964033
conservationists,nn2,16,2.986386668
conservatism,nn1,12,4.457293534
conservative,nn1,12,2.596373484
conservatives,nn2,13,23.75737454
conservatory,nn1,12,3.978134479
consideration,nn1,13,56.84163579
considerations,nn2,14,25.18370847
consignment,nn1,11,2.351222339
consistency,nn1,11,10.10691309
consisting,nn1-vvg,10,11.68925229
consolation,nn1,11,5.872484231
console,nn1,7,1.77177418
consolidation,nn1,13,5.69419249
consonant,nn1,9,1.014034279
consonants,nn2,10,2.072641493
consort,nn1,7,1.114323384
consortium,nn1,10,8.101130998
consortium,nn1-np0,10,1.214612488
conspiracy,nn1,10,11.80068463
conspirators,nn2,12,1.4820501
constable,nn1,9,13.86218289
constable,nn1-np0,9,2.128357663
constable,np0,9,5.359895475
constables,nn2,10,3.833272439
constance,np0,9,12.25755722
constant,nn1,8,1.002891045
constantine,np0,11,3.064389305
constantinople,nn1-np0,14,1.91663622
constants,nn2,9,2.73009229
constanza,np0,9,1.303758359
constellation,nn1,13,2.061498259
consternation,nn1,13,2.250933235
constipation,nn1,12,3.153535175
constituencies,nn2,14,8.301709207
constituency,nn1,12,19.37808364
constituent,nn1,11,4.223285624
constituents,nn2,12,8.959160003
constitution,nn1,12,36.48294758
constitution,nn1-np0,12,5.861340997
constitutional,np0,14,1.370617762
constitutions,nn2,13,2.072641493
constraint,nn1,10,6.763942938
constraints,nn2,11,19.46722951
construct,nn1,9,2.696662588
construction,nn1,12,63.67243813
construction,nn1-np0,12,3.766413036
construction,np0,12,1.158896319
constructions,nn2,13,3.54354836
constructs,nn2,10,1.760630946
consul,nn1,6,1.259185423
consulate,nn1,9,1.170039553
consultancies,nn2,13,1.359474528
consultancy,nn1,11,7.644258411
consultant,nn1,10,16.9934316
consultants,nn2,11,15.89025145
consultation,nn1,12,23.0553508
consultations,nn2,13,4.836163484
consumer,nn1,8,47.3921735
consumerism,nn1,11,1.91663622
consumers,nn2,9,24.80483852
consuming,nn1-vvg,9,1.738344478
consumption,nn1,11,34.8783219
contact,nn1,7,54.7689943
contact,nn1-vvb,7,19.80152652
contacts,nn2,8,16.28026463
contacts,nn2-vvz,8,5.215033435
container,nn1,9,8.613719755
containers,nn2,10,7.343391097
containment,nn1,11,2.451511444
contamination,nn1,13,6.942234679
contemplation,nn1,13,3.654980698
contemporaries,nn2,14,9.772616073
contempt,nn1,8,11.55553349
contempt,nn1-vvb,8,1.961209155
contender,nn1,9,2.852667862
contenders,nn2,10,2.484941145
content,nn1,7,37.68641683
contention,nn1,10,7.46596667
contentment,nn1,11,2.908384031
contents,nn2,8,31.37934648
contents,nn2-vvz,8,1.504336568
contest,nn1,7,15.23280065
contestants,nn2,11,2.317792638
contests,nn2,8,3.153535175
context,nn1,7,90.12647526
context,nn1-vvb,7,1.170039553
contexts,nn2,8,12.85929185
continent,nn1,9,16.74828045
continents,nn2,10,4.111853285
contingencies,nn2,13,1.560052737
contingency,nn1,11,4.401577365
contingent,nn1,10,3.643837464
continuance,nn1,11,1.894349752
continuation,nn1,12,8.613719755
continuing,nn1-vvg,10,1.24804219
continuities,nn2,12,1.025177513
continuity,nn1,10,13.3050212
continuum,nn1,9,4.457293534
contour,nn1,7,1.459763632
contours,nn2,8,3.409829554
contra,nn1,6,1.738344478
contraception,nn1,13,3.92241831
contraceptives,nn2,14,1.77177418
contract,nn1,8,117.1376741
contract,nn1-vvb,8,4.089566817
contraction,nn1,11,5.627333087
contractions,nn2,12,3.231537812
contractor,nn1,10,7.131669654
contractors,nn2,11,8.680579158
contracts,nn2,9,43.97120071
contracts,nn2-vvz,9,3.855558907
contradiction,nn1,13,8.468857715
contradictions,nn2,14,7.744547515
contrary,nn1,8,3.008673135
contras,nn2,7,2.29550617
contrast,nn1,8,67.32741883
contrast,nn1-vvb,8,2.094927961
contrasts,nn2,9,5.749908659
contrasts,nn2-vvz,9,1.983495623
contravention,nn1,13,2.696662588
contribution,nn1,12,55.83874475
contributions,nn2,13,29.80815051
contributor,nn1,11,3.086675772
contributors,nn2,12,4.468436768
control,nn1,7,210.963703
control,nn1-vvb,7,49.92168758
controller,nn1,10,8.212563336
controller,nn1-np0,10,1.560052737
controllers,nn2,11,3.409829554
controls,nn2,8,27.79122518
controls,nn2-vvz,8,11.74496846
controversies,nn2,13,2.016925324
controversy,nn1,11,21.19443075
conurbations,nn2,12,1.548909503
convection,nn1,10,2.395795275
convener,nn1,8,1.392904229
convenience,nn1,11,9.427175824
convent,nn1,7,5.226176669
convention,nn1,10,38.28815146
conventionalism,nn1,15,1.080893682
conventions,nn2,11,13.05987005
convergence,nn1,11,5.226176669
conversation,nn1,12,53.86639236
conversations,nn2,13,9.672326969
converse,nn1,8,1.025177513
conversion,nn1,10,23.01077787
conversions,nn2,11,2.529514081
convert,nn1,7,1.470906866
converter,nn1,9,1.459763632
converters,nn2,10,1.19232602
converts,nn2,8,1.270328657
conveyance,nn1,10,3.331826917
conveyancer,nn1,11,1.426333931
conveyor,nn1,8,1.19232602
convict,nn1,7,1.381760996
conviction,nn1,10,22.35332707
convictions,nn2,11,8.067701297
convocation,nn1,11,2.039211792
convoy,nn1,6,6.21792448
convoys,nn2,7,2.217503533
convulsions,nn2,11,1.136609851
conway,np0,6,2.741235523
conwy,np0,5,1.092036916
cooke,np0,5,3.376399852
cooker,nn1,6,4.145282987
cookers,nn2,7,1.259185423
cookery,nn1,7,4.501866469
cooking,nn1,7,9.059449108
cooking,nn1-vvg,7,13.87332612
cooks,nn2,5,1.91663622
cookstown,np0,9,1.080893682
cooling,nn1-vvg,7,1.225755722
coolness,nn1,8,1.593482438
cooney,np0,6,1.404047463
cooper,nn1-np0,6,1.080893682
cooper,np0,6,11.1655203
cooperation,nn1,11,12.77014598
coopers,np0,7,2.384652041
coordinate,nn1,10,1.593482438
coordinates,nn2,11,2.117214429
coordinates,nn2-vvz,11,1.04746398
coordination,nn1,12,4.836163484
coordinator,nn1,11,3.276110748
coordinators,nn2,12,1.326044826
copenhagen,np0,10,3.387543086
copies,nn2,6,35.69177797
copper,nn1,6,12.50270836
coppers,nn2,7,1.10318015
copying,nn1-vvg,7,1.225755722
copyright,nn1,9,9.605467566
copyright,nn1-np0,9,1.158896319
cora-beth,np0,9,1.649198608
coral,nn1,5,1.415190697
corals,nn2,6,2.81923816
corbett,np0,7,17.08257747
corby,np0,5,1.33718806
cordon,nn1,6,1.170039553
cords,nn2,5,2.696662588
corduroy,nn1,8,1.24804219
cores,nn2,5,1.571195971
corinth,nn1-np0,7,1.426333931
corinthians,nn2,11,1.370617762
cornelius,nn1-np0,9,3.77755627
cornelius,np0,9,3.231537812
cornell,np0,7,1.359474528
corner,nn1,6,70.3138055
corner,np0,6,3.053246071
corners,nn2,7,16.44741314
cornerstone,nn1,11,1.615768906
cornflakes,nn2,10,1.025177513
cornwall,np0,8,13.19358886
corollary,nn1,9,1.883206518
coronation,nn1,10,6.128778609
coronation,np0,10,2.306649404
coroner,nn1,7,6.808515873
coroner,np0,7,1.849776817
corpora,nn1,7,1.04746398
