word,celex_total,celex_wrt,celex_spk,ad_profile,mlbf_tk,wordlength
wo,1.23,1.08,3.08,0,0,2
mu,3.02,1.51,22.31,0,0,2
mo,3.52,1.99,23.08,0,0,2
ow,2.96,2.11,13.85,0,0,2
si,4.08,3.92,6.15,0,0,2
ox,4.41,4.64,1.54,0,0,2
re,10.11,7.59,42.31,0,0,2
ex,7.49,7.71,4.62,0,0,2
oz,8.94,9.64,0,0,0,2
ma,14.97,14.52,20.77,0,0,2
er,348.88,21.39,4530.77,0,0,2
am,388.83,393.31,331.54,0,0,2
us,976.03,973.98,1002.31,0,0,2
me,2406.2,2448.43,1866.92,0,0,2
no,2596.03,2526.93,3478.46,0,0,2
so,3010.45,2860.84,4920.77,0,0,2
an,3316.15,3355.06,2819.23,0,0,2
we,3622.68,3358.8,6992.31,0,0,2
or,4277.26,4261.14,4483.08,0,0,2
on,6927.99,6960.12,6517.69,0,0,2
as,6933.46,7033.19,5660,0,0,2
is,9456.03,9169.28,13117.69,0,0,2
in,18882.4,18942.23,18118.46,0,0,2
id,5.36,2.29,44.62,1,0,2
eh,30.56,17.77,193.85,1,0,2
ad,42.51,43.8,26.15,1,0,2
ok,64.41,47.83,276.15,1,0,2
ah,67.43,56.45,207.69,1,0,2
oh,455.75,306.57,2360.77,1,0,2
if,3012.12,2905.42,4374.62,1,0,2
at,5596.03,5652.83,4870.77,1,0,2
it,11168.71,10896.63,14643.08,1,0,2
of,30172.35,30546.57,25393.85,1,0,2
op,2.07,1.99,3.08,2,0,2
up,2517.77,2540.66,2225.38,2,0,2
my,2614.02,2684.7,1711.54,2,0,2
ti,0.95,0.9,1.54,10,0,2
ta,29.16,2.35,371.54,10,0,2
fa,3.52,3.19,7.69,10,0,2
ho,6.82,6.81,6.92,10,0,2
hi,8.55,8.92,3.85,10,0,2
ha,21.06,15,98.46,10,0,2
lo,18.83,19.46,10.77,10,0,2
la,36.09,36.33,33.08,10,0,2
tv,37.93,39.76,14.62,10,0,2
do,2141.96,1931.87,4824.62,10,0,2
be,6227.43,6215.12,6384.62,10,0,2
he,8847.26,9232.89,3923.08,10,0,2
to,27007.15,27158.97,25068.46,10,0,2
by,4434.75,4571.39,2690,12,0,2
pi,2.18,1.39,12.31,20,0,2
po,2.18,2.11,3.08,20,0,2
ye,10.95,11.08,9.23,20,0,2
pa,15.2,13.07,42.31,20,0,2
go,1054.13,986.69,1915.38,20,0,2
cur,0.39,0.24,2.31,0,2.755507993,3
moo,0.34,0.36,0,0,2.197562221,3
sou,0.39,0.36,0.77,0,3.054161121,3
vac,0.61,0.36,3.85,0,1.219508364,3
oar,0.39,0.42,0,0,2.149886873,3
wen,0.56,0.54,0.77,0,2.443561352,3
coo,0.78,0.78,0.77,0,2.477306423,3
maw,0.73,0.78,0,0,3.065683964,3
sac,1.06,0.96,2.31,0,1.925041697,3
caw,1.01,1.02,0.77,0,3.086825909,3
err,1.4,1.08,5.38,0,0.848361622,3
cor,1.17,1.2,0.77,0,2.926642394,3
nee,1.23,1.27,0.77,0,3.064213955,3
nos,1.17,1.27,0,0,2.479792069,3
ewe,1.23,1.33,0,0,0.716262577,3
roe,1.34,1.45,0,0,1.730094863,3
vie,1.51,1.57,0.77,0,1.847882306,3
min,1.56,1.63,0.77,0,1.851450074,3
vim,1.62,1.75,0,0,2.384369985,3
cam,1.68,1.81,0,0,2.538612608,3
ire,1.68,1.81,0,0,1.936346126,3
cos,11.17,1.81,130.77,0,1.517144775,3
mow,1.79,1.93,0,0,2.438255143,3
wow,2.01,1.99,2.31,0,2.701934748,3
ism,1.9,2.05,0,0,0.278753601,3
ion,2.01,2.05,1.54,0,1.407780108,3
sis,2.07,2.23,0,0,3.237141237,3
wan,2.4,2.47,1.54,0,3.811052593,3
mac,2.91,2.47,8.46,0,2.003248972,3
sic,2.4,2.53,0.77,0,1.66269547,3
woo,2.4,2.53,0.77,0,2.461241826,3
mar,2.51,2.53,2.31,0,3.223925,3
sew,2.51,2.59,1.54,0,3.241739319,3
mam,2.63,2.71,1.54,0,2.517470662,3
sec,2.68,2.83,0.77,0,1.845841642,3
urn,2.63,2.83,0,0,0.419955748,3
woe,2.68,2.83,0.77,0,1.706908385,3
ore,3.07,3.19,1.54,0,2.096962817,3
ace,3.74,3.98,0.77,0,2.01417517,3
wee,6.98,4.28,41.54,0,2.493630926,3
cox,4.41,4.76,0,0,1.959183198,3
vow,5.2,5.6,0,0,2.15549562,3
con,5.53,5.6,4.62,0,2.219044343,3
nun,5.36,5.66,1.54,0,1.91032889,3
rum,5.53,5.84,1.54,0,2.127840763,3
mom,5.47,5.9,0,0,1.674321526,3
cue,5.53,5.96,0,0,2.238020005,3
axe,5.64,6.02,0.77,0,0.751279104,3
sue,8.44,6.45,33.85,0,2.190453306,3
rev,6.48,6.69,3.85,0,1.557633867,3
rue,7.32,7.47,5.38,0,2.255437394,3
wax,8.21,8.49,4.62,0,3.084038846,3
rim,8.44,8.55,6.92,0,2.593233238,3
sow,8.32,8.73,3.08,0,2.880944026,3
awe,8.27,8.92,0,0,1.130062776,3
zoo,8.72,9.34,0.77,0,1.984702402,3
ram,9.16,9.88,0,0,1.984932234,3
ass,9.61,9.94,5.38,0,1.70891741,3
inn,9.44,9.94,3.08,0,1.12868375,3
ere,10.89,11.08,8.46,0,2.598989089,3
owe,12.51,12.83,8.46,0,2.155915437,3
mum,14.53,13.86,23.08,0,1.762533416,3
arc,15.36,15.72,10.77,0,2.429919416,3
eve,16.98,17.95,4.62,0,1.229937686,3
via,19.61,20.36,10,0,1.324634027,3
cow,22.51,23.55,9.23,0,2.717999344,3
era,23.24,23.86,15.38,0,1.500113929,3
mix,23.63,24.64,10.77,0,1.94615311,3
sin,25.31,26.2,13.85,0,2.471587345,3
sum,31.73,31.75,31.54,0,2.062856676,3
raw,38.16,39.46,21.54,0,2.533145535,3
aim,40.89,41.93,27.69,0,2.98191923,3
ear,41.96,43.61,20.77,0,2.67535288,3
row,43.46,44.1,35.38,0,2.725121226,3
ice,52.18,55.06,15.38,0,1.767478392,3
van,54.25,57.05,18.46,0,2.653113408,3
win,62.35,63.73,44.62,0,2.063797333,3
won,70.17,70.78,62.31,0,2.202979747,3
arm,106.03,112.59,22.31,0,2.849438188,3
ran,111.23,118.01,24.62,0,2.904315586,3
sex,123.8,128.98,57.69,0,2.678134568,3
sun,153.3,160.36,63.08,0,2.502042783,3
son,159.66,167.41,60.77,0,2.381989024,3
sea,160.45,168.07,63.08,0,2.83686751,3
sir,167.09,170.96,117.69,0,2.675756696,3
nor,171.96,182.11,42.31,0,3.889289688,3
six,211.96,205.78,290.77,0,2.566290381,3
run,229.89,232.53,196.15,0,2.567026871,3
air,251.17,264.7,78.46,0,2.587853294,3
car,276.2,278.37,248.46,0,3.245066945,3
war,339.78,344.4,280.77,0,3.598123578,3
saw,387.88,401.02,220,0,2.987476689,3
use,485.98,473.43,646.15,0,2.686618397,3
men,656.15,688.19,246.92,0,2.947020193,3
own,916.03,932.53,705.38,0,2.965560265,3
see,1171.28,1074.64,2405.38,0,3.176152279,3
new,1062.07,1095.96,629.23,0,3.129800995,3
man,1061.79,1103.19,533.08,0,3.436854015,3
our,1286.54,1274.46,1440.77,0,3.349004157,3
now,1802.12,1705.06,3041.54,0,3.680646638,3
can,2081.84,1978.98,3395.38,0,3.457995961,3
one,3455.7,3343.92,4883.08,0,3.538536033,3
are,4424.36,4308.43,5904.62,0,3.660415293,3
was,10857.38,11189.16,6620.77,0,4.104843195,3
nit,0.5,0.24,3.85,1,1.773774881,3
ret,0.34,0.36,0,1,2.868823239,3
cwt,0.45,0.48,0,1,-0.346787486,3
oat,0.45,0.48,0,1,1.986812552,3
orb,0.45,0.48,0,1,0.099877589,3
sib,0.45,0.48,0,1,1.93644608,3
ref,0.61,0.54,1.54,1,1.044511281,3
nub,0.73,0.66,1.54,1,1.415763308,3
sol,0.95,0.66,4.62,1,1.552959966,3
cad,0.67,0.72,0,1,3.60443473,3
oaf,0.73,0.72,0.77,1,0.530439537,3
nib,0.73,0.78,0,1,0.95912555,3
mod,0.95,0.9,1.54,1,1.934092492,3
vol,1.12,1.02,2.31,1,0.82751156,3
cud,1.01,1.08,0,1,1.968955503,3
cob,1.79,1.75,2.31,1,2.207602439,3
rut,1.79,1.93,0,1,3.188271829,3
zed,1.84,1.99,0,1,1.532003344,3
wed,3.3,2.65,11.54,1,2.348847325,3
cub,2.57,2.77,0,1,2.0550439,3
sob,2.63,2.77,0.77,1,2.370547121,3
nil,2.74,2.83,1.54,1,1.450290309,3
ark,2.85,2.95,1.54,1,2.064146238,3
owl,3.02,3.25,0,1,1.724608888,3
wad,3.24,3.49,0,1,3.957491363,3
sod,3.91,3.98,3.08,1,2.376781375,3
ant,3.85,4.04,1.54,1,2.531947448,3
eel,4.41,4.76,0,1,0.667760041,3
vet,4.8,4.82,4.62,1,2.099064941,3
mid,5.53,5.3,8.46,1,2.307288931,3
sub,4.97,5.3,0.77,1,2.007477201,3
rob,5.87,5.36,12.31,1,2.214724321,3
col,5.08,5.48,0,1,1.390015284,3
vat,5.14,5.48,0.77,1,2.277110071,3
web,5.81,6.08,2.31,1,1.331340959,3
nut,6.98,6.99,6.92,1,2.531573848,3
rib,6.54,7.05,0,1,1.459856686,3
mat,7.54,8.01,1.54,1,3.060850678,3
ail,7.54,8.07,0.77,1,2.339707437,3
rot,8.32,8.61,4.62,1,2.87594014,3
rat,9.27,9.34,8.46,1,2.528312249,3
ink,9.72,10.3,2.31,1,1.135030885,3
cab,9.94,10.48,3.08,1,2.39594716,3
cod,9.72,10.48,0,1,2.213836693,3
mob,10.61,10.54,11.54,1,1.927858238,3
cot,10.73,11.51,0.77,1,2.868818258,3
nod,11.12,11.75,3.08,1,3.176483987,3
wit,12.63,13.25,4.62,1,2.343305399,3
rub,12.74,13.31,5.38,1,2.072461289,3
oak,14.19,14.82,6.15,1,1.181548645,3
rod,28.1,29.34,12.31,1,2.220958575,3
mud,29.22,31.02,6.15,1,1.621065545,3
net,32.35,33.61,16.15,1,3.236812797,3
rid,35.36,34.1,51.54,1,2.450836809,3
ash,36.31,39.1,0.77,1,1.997568841,3
cat,41.28,43.86,8.46,1,3.081992623,3
sad,46.2,45.6,53.85,1,3.50508551,3
mad,48.21,49.04,37.69,1,3.583292785,3
aid,56.76,56.69,57.69,1,2.839522801,3
wet,62.51,64.94,31.54,1,2.666229768,3
sit,119.94,119.94,120,1,2.751095411,3
oil,123.85,123.13,133.08,1,2.110210968,3
eat,135.25,140.9,63.08,1,2.512278558,3
met,148.16,152.17,96.92,1,3.169688609,3
art,166.03,166.75,156.92,1,2.946817092,3
cut,177.88,183.86,101.54,1,3.17085444,3
act,187.15,190.18,148.46,1,2.276486505,3
red,188.94,197.53,79.23,1,2.551440796,3
ask,226.42,218.86,323.08,1,2.39501311,3
sat,228.04,243.25,33.85,1,2.982643404,3
set,373.91,381.99,270.77,1,3.348751121,3
end,496.7,494.04,530.77,1,3.581218599,3
out,2531.4,2552.95,2256.15,1,3.764350604,3
not,5109.72,5146.45,4640.77,1,3.831465552,3
and,28767.93,28828.79,27990.77,1,4.472388602,3
amp,0.39,0.12,3.85,2,-0.131403679,3
wog,0.34,0.3,0.77,2,1.955021826,3
mag,0.5,0.42,1.54,2,2.642974844,3
sop,0.45,0.48,0,2,2.347680882,3
veg,1.01,0.72,4.62,2,1.338889041,3
wop,0.67,0.72,0,2,2.168671604,3
zap,0.78,0.78,0.77,2,1.031822774,3
cog,0.95,1.02,0,2,1.971086423,3
imp,1.01,1.02,0.77,2,0.075224705,3
sup,0.95,1.02,0,2,2.048416181,3
raj,1.23,1.33,0,2,1.18523036,3
wag,1.34,1.39,0.77,2,3.017173422,3
nag,1.56,1.69,0,2,1.451106348,3
coy,1.84,1.87,1.54,2,2.18294671,3
nip,1.96,1.87,3.08,2,1.335340892,3
sag,2.01,2.17,0,2,2.564767569,3
soy,2.18,2.35,0,2,2.345891391,3
zip,2.35,2.47,0.77,2,1.134347477,3
wry,2.63,2.71,1.54,2,1.523676166,3
nay,2.57,2.77,0,2,2.299549958,3
sap,2.57,2.77,0,2,2.680384431,3
rap,2.85,3.07,0,2,2.226053277,3
mop,4.08,4.16,3.08,2,1.904991999,3
rig,4.58,4.88,0.77,2,2.172044916,3
rip,4.58,4.88,0.77,2,1.836072029,3
rep,4.86,5.18,0.77,2,1.561289071,3
sip,4.97,5.36,0,2,2.312661423,3
nap,5.03,5.42,0,2,1.56672321,3
ivy,5.31,5.72,0,2,0.725094521,3
mug,6.26,6.33,5.38,2,1.727656252,3
rag,5.98,6.39,0.77,2,2.110436415,3
wig,6.7,7.17,0.77,2,2.240844298,3
cop,8.6,9.16,1.54,2,2.184736201,3
icy,9.11,9.82,0,2,1.373453999,3
ray,12.91,11.99,24.62,2,2.958880025,3
rug,11.68,12.47,1.54,2,2.092963599,3
cap,30.34,32.11,7.69,2,2.779733651,3
map,32.18,32.17,32.31,2,2.758591706,3
cry,49.61,53.07,5.38,2,2.161482905,3
cup,60.84,63.07,32.31,2,2.09598288,3
say,878.27,762.47,2356.92,2,3.41321118,3
may,1057.32,1075.06,830.77,2,3.491418454,3
way,1205.03,1174.34,1596.92,2,3.865617032,3
any,1319.05,1294.88,1627.69,2,3.799347713,3
ode,1.01,1.08,0,10,0.893862327,3
ado,2.18,2.05,3.85,10,1.147816312,3
chi,2.18,2.29,0.77,10,0.369928517,3
aha,3.35,2.65,12.31,10,0.525044807,3
ale,3.13,3.31,0.77,10,2.025960814,3
ads,3.52,3.61,2.31,10,1.251859397,3
ski,6.26,5,22.31,10,1.358739969,3
elm,6.7,7.11,1.54,10,0.873099064,3
ate,40.84,43.43,7.69,10,1.611085733,3
its,1552.12,1583.01,1157.69,10,3.190925295,3
who,2395.59,2406.93,2250.77,10,3.429412554,3
she,4132.18,4324.52,1676.15,10,4.21623974,3
elf,0.34,0.36,0,11,0.225801122,3
eff,0.45,0.48,0,11,1.275265821,3
ilk,0.56,0.54,0.77,11,1.032733089,3
aft,1.06,1.02,1.54,11,0.181881179,3
oft,1.12,1.2,0,11,1.618072026,3
elk,1.28,1.39,0,11,0.592470575,3
ebb,3.52,3.73,0.77,11,0.546542663,3
odd,59.72,58.49,75.38,11,1.970656574,3
ill,62.63,60.96,83.85,11,2.68207184,3
add,84.13,82.77,101.54,11,2.057542998,3
old,752.35,775.84,452.31,11,2.876419925,3
off,788.99,804.28,593.85,11,2.897503343,3
all,3597.49,3554.16,4150.77,11,3.559936307,3
adj,0.78,0.84,0,12,0.924635367,3
sly,5.7,6.08,0.77,12,1.260659937,3
shy,18.04,18.25,15.38,12,3.215154562,3
sky,77.09,81.51,20.77,12,1.903951825,3
why,620.28,605.24,812.31,12,3.145825311,3
ops,0.78,0.78,0.77,20,0.566120236,3
spa,1.73,1.51,4.62,20,0.621398629,3
ups,2.01,1.93,3.08,20,0.37440013,3
aye,9.89,2.83,100,20,1.600876168,3
ape,5.08,5.42,0.77,20,1.055946329,3
rye,5.31,5.42,3.85,20,1.465825283,3
ego,10.78,11.57,0.77,20,2.025687088,3
eye,127.6,131.57,76.92,20,2.156203359,3
ago,225.14,216.2,339.23,20,2.523822132,3
age,247.88,250.54,213.85,20,2.534560496,3
ugh,2.91,1.99,14.62,21,0.463892989,3
mph,2.46,2.59,0.77,21,0.461844743,3
opt,4.08,3.92,6.15,21,1.037635119,3
apt,20.39,21.75,3.08,21,1.397331457,3
mpg,0.95,1.02,0,22,0.255238992,3
spy,8.38,8.49,6.92,22,0.963997587,3
egg,36.93,37.95,23.85,22,1.622994362,3
hes,5.25,0.24,69.23,100,3.24080259,3
lam,0.34,0.3,0.77,100,2.126815806,3
lav,0.39,0.42,0,100,1.07769368,3
dos,0.5,0.48,0.77,100,1.662695223,3
fez,0.45,0.48,0,100,1.230397446,3
lor,0.45,0.48,0,100,3.305636774,3
biz,0.5,0.54,0,100,1.231112872,3
hew,0.5,0.54,0,100,3.404923686,3
haw,0.56,0.6,0,100,3.356591923,3
fie,0.61,0.66,0,100,2.170072583,3
duo,0.67,0.72,0,100,0.941108532,3
lax,0.89,0.9,0.77,100,2.319185411,3
hun,1.01,1.02,0.77,100,2.20093654,3
baa,1.17,1.27,0,100,1.334552166,3
fen,1.4,1.39,1.54,100,2.898099648,3
tic,1.56,1.63,0.77,100,1.278511416,3
dun,2.07,2.17,0.77,100,2.380262228,3
tor,2.07,2.23,0,100,3.53831113,3
fir,2.29,2.29,2.31,100,2.312494326,3
doe,2.74,2.71,3.08,100,1.86852343,3
doc,2.79,2.83,2.31,100,1.331214813,3
hoe,2.85,3.07,0,100,2.322700027,3
kin,3.35,3.25,4.62,100,1.931479855,3
tow,3.41,3.37,3.85,100,3.32966808,3
hem,3.46,3.67,0.77,100,2.117177906,3
bum,3.58,3.8,0.77,100,2.787793151,3
bun,3.74,3.8,3.08,100,3.226979258,3
fin,3.63,3.86,0.77,100,2.108324976,3
lea,3.74,3.92,1.54,100,2.599640251,3
tee,4.08,4.34,0.77,100,2.805645792,3
din,4.47,4.82,0,100,2.665111662,3
hue,4.58,4.82,1.54,100,1.889347063,3
tar,4.64,5,0,100,2.638574564,3
boa,4.69,5.06,0,100,1.622004804,3
bra,4.92,5.18,1.54,100,1.070798877,3
bin,5.08,5.24,3.08,100,2.489367338,3
dew,5.2,5.48,1.54,100,2.186872506,3
hum,5.47,5.54,4.62,100,1.761750432,3
loo,5.59,5.6,5.38,100,2.856300802,3
hen,5.59,5.96,0.77,100,3.289267071,3
bee,6.59,6.2,11.54,100,2.808212314,3
fro,6.93,6.63,10.77,100,1.190009874,3
boo,6.37,6.69,2.31,100,2.800862541,3
tan,7.37,7.11,10.77,100,2.851503579,3
ton,7.32,7.59,3.85,100,2.830713079,3
dam,8.27,8.43,6.15,100,2.298609901,3
ken,13.91,9.58,69.23,100,2.461633421,3
den,9.05,9.64,1.54,100,2.071215891,3
toe,9.61,10.06,3.85,100,2.334641717,3
fan,11.56,11.63,10.77,100,3.159897139,3
fee,13.18,13.43,10,100,2.948169223,3
ham,13.13,14.1,0.77,100,2.808378622,3
fox,13.74,14.28,6.92,100,2.956527141,3
ban,13.8,14.46,5.38,100,3.064497017,3
foe,13.91,14.94,0.77,100,2.720316924,3
dim,15.7,16.45,6.15,100,3.263346949,3
lee,17.21,17.83,9.23,100,2.93892502,3
fix,18.44,19.1,10,100,2.203028012,3
fur,19.78,20.9,5.38,100,2.468190337,3
bow,20.78,22.29,1.54,100,3.041555463,3
tin,28.66,30.36,6.92,100,2.087403291,3
tie,35.47,37.05,15.38,100,2.149150898,3
ben,38.99,41.39,8.46,100,2.758142739,3
fun,45.98,45.84,47.69,100,2.262291826,3
bus,64.53,65.9,46.92,100,2.786688239,3
bar,67.88,69.82,43.08,100,2.851568002,3
box,78.66,79.76,64.62,100,2.282739317,3
don,79.22,79.88,70.77,100,2.364594791,3
lie,82.46,87.11,23.08,100,2.263585584,3
die,85.64,87.47,62.31,100,2.726859269,3
tea,88.77,90.66,64.62,100,2.466361023,3
tom,90.22,94.34,37.69,100,2.565734464,3
due,94.69,96.14,76.15,100,2.068672751,3
tax,108.88,111.75,72.31,100,2.124489831,3
low,144.58,147.23,110.77,100,3.096993724,3
law,166.65,154.22,325.38,100,2.675029107,3
ten,226.48,222.41,278.46,100,2.755576218,3
far,515.64,511.57,567.69,100,2.946968123,3
few,585.08,599.58,400,100,3.013756263,3
too,1043.91,1068.13,734.62,100,3.088975159,3
how,1183.8,1143.25,1701.54,100,3.31772639,3
two,1371.62,1362.95,1482.31,100,3.137233809,3
has,2123.13,2103.55,2373.08,100,4.021552576,3
him,2515.31,2650.3,791.54,100,3.663131786,3
her,3854.97,4082.95,943.85,100,3.607560286,3
his,5576.54,5901.63,1425.38,100,3.830450391,3
for,8288.04,8424.1,6550.77,100,3.923986336,3
hob,0.39,0.3,1.54,101,2.807329485,3
bah,0.34,0.36,0,101,1.405216742,3
bod,0.34,0.36,0,101,2.537392812,3
tut,0.84,0.36,6.92,101,2.548660759,3
tod,0.5,0.48,0.77,101,2.825505429,3
fob,0.45,0.48,0,101,3.204946382,3
dud,0.84,0.84,0.77,101,1.799608249,3
tat,1.06,1.08,0.77,101,2.475500242,3
tit,1.01,1.08,0,101,2.366911357,3
tot,1.17,1.14,1.54,101,3.480486994,3
lob,1.45,1.57,0,101,2.586596819,3
tab,1.45,1.57,0,101,1.789454779,3
bib,1.79,1.93,0,101,1.954226073,3
hub,2.29,2.41,0.77,101,1.706370958,3
dab,2.4,2.59,0,101,2.155944453,3
bud,3.85,3.31,10.77,101,2.646325279,3
fad,3.13,3.37,0,101,3.306335908,3
lib,3.85,3.98,2.31,101,1.666696711,3
huh,9.27,5.54,56.92,101,1.332285311,3
dot,7.77,6.14,28.46,101,3.014368706,3
tub,7.88,8.49,0,101,1.432850219,3
kit,8.49,8.67,6.15,101,2.210987921,3
lab,9.94,9.1,20.77,101,1.984150358,3
lad,10.39,10.54,8.46,101,3.192637929,3
bat,10.56,10.9,6.15,101,2.68849368,3
hid,11.96,12.89,0,101,3.520735357,3
ted,13.74,13.61,15.38,101,2.660862191,3
lid,13.74,14.76,0.77,101,2.657676834,3
bid,14.58,15.24,6.15,101,2.945206195,3
hut,22.57,24.1,3.08,101,2.822181498,3
dad,31.28,31.81,24.62,101,3.364432023,3
kid,32.12,32.59,26.15,101,2.387318712,3
bet,35.36,35.18,37.69,101,2.980811155,3
lit,37.21,39.88,3.08,101,2.481346042,3
bob,40.61,41.27,32.31,101,2.531158558,3
fed,41.23,41.63,36.15,101,2.803385622,3
hat,53.07,55.18,26.15,101,3.351758638,3
fit,69.94,71.69,47.69,101,2.387833041,3
fat,86.03,91.75,13.08,101,2.783893802,3
hit,91.34,94.4,52.31,101,3.344404565,3
led,136.26,143.37,45.38,101,2.794141419,3
hot,139.55,145.18,67.69,101,3.468545304,3
bit,240.67,199.88,761.54,101,2.768875404,3
bad,209.78,207.59,237.69,101,3.210935787,3
bed,244.47,257.59,76.92,101,2.663428712,3
lot,319.78,259.52,1089.23,101,3.247812638,3
let,393.3,397.29,342.31,101,3.111523862,3
did,1170.11,1163.98,1248.46,101,3.120950519,3
but,5412.79,5306.08,6775.38,101,3.848224216,3
had,6255.03,6572.83,2196.92,101,3.874200745,3
fug,0.34,0.36,0,102,1.788228554,3
bop,0.39,0.42,0,102,2.508292319,3
kip,0.45,0.48,0,102,1.772553932,3
keg,0.56,0.54,0.77,102,1.924125936,3
hap,0.73,0.66,1.54,102,3.049499665,3
hep,0.67,0.66,0.77,102,2.204401319,3
fey,0.73,0.72,0.77,102,2.387658755,3
fag,0.84,0.84,0.77,102,2.366017967,3
lop,0.78,0.84,0,102,2.56373058,3
lug,0.78,0.84,0,102,0.824175126,3
hag,1.01,1.02,0.77,102,2.933882803,3
ley,1.28,1.39,0,102,2.378414553,3
fay,1.84,1.99,0,102,3.214461577,3
hog,2.4,2.59,0,102,2.570813468,3
bug,3.24,3.19,3.85,102,2.752915986,3
lag,3.3,3.37,2.31,102,2.252319987,3
hug,4.64,4.94,0.77,102,1.726873268,3
hop,5.08,5.18,3.85,102,2.784463246,3
fig,5.36,5.78,0,102,2.285371941,3
tug,5.42,5.78,0.77,102,1.453352529,3
bog,5.59,5.84,2.31,102,2.294642541,3
tag,5.7,6.02,1.54,102,2.057624408,3
dip,8.66,8.37,12.31,102,2.506185739,3
log,10.11,8.55,30,102,2.350080802,3
fog,9.39,9.64,6.15,102,2.968430365,3
beg,11.62,11.63,11.54,102,2.220635255,3
fry,11.9,12.77,0.77,102,1.951123452,3
toy,14.58,14.04,21.54,102,2.794615446,3
hip,14.3,15.36,0.77,102,2.905970577,3
hay,14.86,15.9,1.54,102,3.782326414,3
dug,15.53,16.33,5.38,102,1.906198955,3
lip,16.98,17.65,8.46,102,2.042912054,3
dig,17.82,18.55,8.46,102,2.842158627,3
hey,19.27,18.73,26.15,102,2.778826178,3
lap,18.66,19.94,2.31,102,2.367936849,3
tap,20.5,21.02,13.85,102,2.17324127,3
tip,24.36,25.48,10,102,1.928477369,3
bay,32.79,34.76,7.69,102,3.119061456,3
bag,62.63,65.42,26.92,102,2.270617845,3
leg,63.52,67.53,12.31,102,2.351347962,3
dog,71.73,74.22,40,102,2.116636871,3
key,71.56,74.88,29.23,102,1.951192527,3
dry,89.55,94.1,31.54,102,2.289731087,3
buy,126.2,122.59,172.31,102,3.005633663,3
lay,156.15,165.72,33.85,102,3.100763598,3
boy,216.54,226.69,86.92,102,2.506502828,3
top,236.7,238.13,218.46,102,2.796404937,3
try,268.38,258.55,393.85,102,2.528073366,3
big,317.15,314.28,353.85,102,2.666414303,3
day,766.98,781.75,578.46,102,3.272557692,3
flu,4.36,4.4,3.85,110,1.191145074,3
the,61091.96,62218.37,46708.46,110,4.800234133,3
thy,10.67,11.33,2.31,112,3.799148954,3
fly,50.95,53.55,17.69,112,1.754124338,3
lye,0.95,1.02,0,120,1.092139825,3
bye,11.45,1.99,132.31,120,1.632680765,3
dye,5.7,5.78,4.62,120,1.48121545,3
guv,0.34,0.3,0.77,200,0.827991571,3
pom,0.34,0.36,0,200,1.840210216,3
yam,0.45,0.48,0,200,1.013882676,3
goo,0.67,0.66,0.77,200,3.039473486,3
pax,0.61,0.66,0,200,2.247793094,3
pis,0.78,0.84,0,200,2.757242168,3
yin,0.84,0.9,0,200,1.069879111,3
gem,0.95,1.02,0,200,1.857374942,3
gen,1.28,1.08,3.85,200,3.029464106,3
pun,1.34,1.33,1.54,200,2.778738907,3
yen,1.28,1.39,0,200,3.042518385,3
yon,1.45,1.45,1.54,200,3.184568269,3
pox,1.51,1.63,0,200,1.845327687,3
yew,1.56,1.69,0,200,3.158175,3
pea,1.68,1.81,0,200,2.511781582,3
qua,1.68,1.81,0,200,0.225309282,3
yea,2.51,1.87,10.77,200,2.75330319,3
pus,2.12,2.29,0,200,2.338447887,3
pew,2.4,2.59,0,200,2.916653391,3
gee,3.07,3.19,1.54,200,3.07953368,3
pee,3.13,3.19,2.31,200,2.851066351,3
paw,3.18,3.37,0.77,200,2.603636791,3
par,5.25,5.12,6.92,200,2.761877827,3
pro,5.81,5.84,5.38,200,0.997795223,3
gum,6.15,6.63,0,200,1.975257101,3
jar,11.12,11.93,0.77,200,2.37075238,3
pie,12.57,13.07,6.15,200,2.053435883,3
jaw,12.4,13.13,3.08,200,2.212511344,3
jam,13.24,13.8,6.15,200,1.664298043,3
pin,13.74,13.98,10.77,200,1.991688276,3
gin,15.25,16.27,2.31,200,1.707205403,3
pen,19.44,19.94,13.08,200,2.800996777,3
pan,29.22,30.06,18.46,200,2.974806842,3
gun,63.58,66.99,20,200,2.414443209,3
gas,70.89,70.12,80.77,200,3.104451649,3
per,363.97,378.67,176.15,200,3.119289992,3
yes,774.02,389.22,5687.69,200,2.994053905,3
you,7189.27,6414.34,17084.62,200,3.856740366,3
gat,0.39,0.42,0,201,2.434657711,3
jut,0.39,0.42,0,201,2.447642538,3
gel,0.5,0.48,0.77,201,1.880696393,3
gob,0.61,0.48,2.31,201,2.769769503,3
yak,0.45,0.48,0,201,0.751998785,3
jib,0.61,0.66,0,201,0.691621255,3
yah,1.28,0.72,8.46,201,0.273985754,3
gal,0.95,1.02,0,201,1.416013545,3
jab,1.62,1.75,0,201,1.521632595,3
gad,1.73,1.81,0.77,201,2.957099818,3
pod,2.23,2.41,0,201,2.099981182,3
jot,3.13,3.25,1.54,201,3.137992016,3
pal,4.53,4.52,4.62,201,1.580159339,3
gut,6.65,7.05,1.54,201,3.035688167,3
pad,11.79,12.47,3.08,201,3.121245612,3
jet,12.63,12.89,9.23,201,2.26767855,3
pit,13.24,13.61,8.46,201,2.271196342,3
pet,13.63,14.4,3.85,201,3.023665192,3
